case_name,cite,filename,date,court,state_fed,trial_appellate,jurisd_measure_enacted
"Srabyan by Srabyan v. New York, 2022 WL 866851",2022 WL 866851,16-Srabyan-by-Srabyan-v-New-York.txt,,,,,
"St. Louis County v. House of Pain Gym Services, 2020 WL 2615746",2020 WL 2615746,88-St-Louis-County-v-House-of-Pain-Gym-Services.txt,,,,,
"Stafford v. Baker, 520 F.Supp.3d 803",520 F.Supp.3d 803,048-Stafford-v-Baker_1.txt,,,,,
"Stand Up Montana v. Missoula Cty Public Schools, 2022 WL 3040220",2022 WL 3040220,93-Stand-Up-Montana-v-Missoula-County-Public-Schools.txt,,,,,
"State by Malcolm v. Southwest School of Dance, 2021 WL 2794654",2021 WL 2794654,062-State-by-Malcolm-v-Southwest-School-of-Dance-LLC_1.txt,,,,,
"State ex rel. Bieroth v. Gianforte, 407 Mont. 2",407 Mont. 2,99-State-ex-rel-Bieroth-v-Gianforte.txt,,,,,
State ex rel. Johnson v. Ohio State Senate 2022 WL 2056247,2022 WL 2056247,50-State-ex-rel-Johnson-v-Ohio-State-Senate_1.txt,,,,,
"State ex rel. Schmitt v. Page, 2021 WL 3286787",2021 WL 3286787,073-State-ex-rel-Schmitt-v-Page_1.txt,,,,,
"State ex rel. Tulis v. Lee, 2022 WL 1612844 ",2022 WL 1612844,07-State-ex-rel-Tulis-v-Lee.txt,,,,,
"State of Florida v. Department of Health and Human Services, 571 F.Supp.3d 1270",571 F.Supp.3d 1270,034-Florida-v-Department-of-Health-and-Human-Services_1.txt,,,,,
"State Police of Mass. v. Commonwealth, 2021 WL 5630383",2021 WL 5630383,076-State-Police-Association-of-Massachusetts-v-Commonwealth_1.txt,,,,,
"State v. Becerra, 544 F.Supp.3d 1241",544 F.Supp.3d 1241,085-State-v-Becerra.txt,,,,,
"State v. City of Austin, 2021 WL 1313349",2021 WL 1313349,040-State-v-City-of-Austin_1.txt,,,,,
"State v. El Paso County, 618 S.W.3d 812",618 S.W.3d 812,054-State-v-El-Paso-County_1.txt,,,,,
"State v. Riggin, 959 N.W.2d 855",959 N.W.2d 855,04-State-v-Riggin.txt,,,,,
"State v. Spell, 339 So.3d 1125",339 So.3d 1125,61-State-v-Spell_1.txt,,,,,
"State v. Wilson, 489 P.3d 925",489 P.3d 925,097-State-v-Wilson.txt,,,,,
"Steel MMA v. Newsom, 2021 WL 778654",2021 WL 778654,35-Steel-MMA-LLC-v-Newsom_1.txt,,,,,
"Stepien v. Murphy, 2021 WL 5822987",2021 WL 5822987,087-Stepien-v-Murphy.txt,,,,,
"Stewart as next friend of M.S. v. Manchester Cmty. Sch., 2022 WL 4385346 (E.D. Mich. Sept. 21, 2022)",2022 WL 4385346,46-Stewart-as-next-friend-of-MS-v-Manchester-Community-Schools_1.txt,,,,,
"Stewart v. Justice, 502 F.Supp.3d 1057",502 F.Supp.3d 1057,009-Stewart-v-Justice.txt,,,,,
"Stewart v. Justice, 518 F.Supp.3d 911",518 F.Supp.3d 911,044-Stewart-v-Justice_1.txt,,,,,
"Stone v. Austin, 2021 WL 4443733",2021 WL 4443733,009-Stone-v-Austin.txt,,,,,
"Stoute v. School Board St. Martin Parish, 2021 WL 4172963",2021 WL 4172963,095-Stoute-v-School-Board-St-Martin-Parish.txt,,,,,
"Streight v. Pritzker, 2021 WL 4306146",2021 WL 4306146,099-Streight-v-Pritzker.txt,,,,,
"Strong v. Zucker, 2022 WL 245351
",2022 WL 245351,74-Strong-v-Zucker_1.txt,,,,,
"Strong v. Zucker, 2022 WL 896525",2022 WL 896525,19-Strong-v-Zucker_1.txt,,,,,
"Strother v. Northam, 105 Va. Cir. 233",105 Va. Cir. 233,02-Strother-v-Northam.txt,,,,,
"Stuart Mills Props v. City of Burbank, 2022 WL 4493573",2022 WL 4493573,50-Stuart-Mills-Props-LLC-v-City-of-Burbank_1.txt,,,,,
"Student ""A"" v. Hogan, 513 F.Supp.3d 638",513 F.Supp.3d 638,034-Student-A-v-Hogan_1.txt,,,,,
"T. v. Alexander-Scott, 2021 WL 4476784",2021 WL 4476784,010-T-v-Alexander-Scott.txt,,,,,
"T.A.S. by and through Townsend v. Gilmer County School Bd of Education, 2021 WL 5868137",2021 WL 5868137,092-TAS-by-and-through-Townsend-v-Gilmer-County-School-Board-of-Education.txt,,,,,
"Tabernacle Baptist Church v. Beshear, 459 F.Supp.3d 847",459 F.Supp.3d 847,098-Tabernacle-Baptist-Church-Inc-of-Nicholasville-v-Beshear.txt,,,,,
"Talleywhacker v. Cooper, 465 F.Supp.3d 523",465 F.Supp.3d 523,099-Talleywhacker-Inc-v-Cooper.txt,,,,,
"Tandon v. Newsom, 141 S.Ct. 1294",141 S.Ct. 1294,12-Tandon-v-Newsom.txt,,,,,
"Tandon v. Newsom, 517 F.Supp.3d 922",517 F.Supp.3d 922,043-Tandon-v-Newsom_1.txt,,,,,
"Tatoma v. Newsom, 2022 WL 686965",2022 WL 686965,85-Tatoma-Inc-v-Newsom.txt,,,,,
"Tavern League of Wisconsin v. Palm, 396 Wis.2d 434",396 Wis.2d 434,74-Tavern-League-of-Wisconsin-Inc-v-Palm_1.txt,,,,,
"Tavern League of Wisconsin, Inc. v. Palm, 2020 WL 13368243",2020 WL 13368243,58-Tavern-League-of-Wisconsin-Inc-v-Palm_1.txt,,,,,
"Taylor v. Grisham, 2020 WL 3256873",2020 WL 3256873,006-Taylor-v-Grisham.txt,,,,,
"Taylor v. Grisham, 544 F.Supp.3d 1191",544 F.Supp.3d 1191,084-Taylor-v-Grisham.txt,,,,,
Terkel v. Centers for Disease Control and Prevention 15 F.4th 683,15 F.4th 683,26-Terkel-v-Centers-for-Disease-Control-and-Prevention_1.txt,,,,,
Terkel v. Centers for Disease Control and Prevention 521 F.Supp.3d 662,521 F.Supp.3d 662,050-Terkel-v-Centers-for-Disease-Control-and-Prevention_1.txt,,,,,
Texas v. Biden 2021 WL 4552148,2021 WL 4552148,018-Texas-v-Biden.txt,,,,,
"Texas v. Biden, 2022 WL 658579",2022 WL 658579,79-Texas-v-Biden.txt,,,,,
"Thomas Short v. David Berger, 2022 WL 10024222",2022 WL 10024222,55-Short-v-Berger_1.txt,,,,,
"Thomas v. Baker, 2020 WL 4583847",2020 WL 4583847,026-Thomas-v-Baker_1.txt,,,,,
"Thomas v. Baker, 2020 WL 6870994",2020 WL 6870994,089-Thomas-v-Baker.txt,,,,,
"Thompson v. Whitmer, 2021 WL 2118281",2021 WL 2118281,051-Thompson-v-Whitmer_1.txt,,,,,
"Thompson v. Whitmer, 2022 WL 168395",2022 WL 168395,15-Thompson-v-Whitmer.txt,,,,,
"Thoms v. Maricopa County Coumminty College District, 2021 WL 5162538",2021 WL 5162538,047-Thoms-v-Maricopa-County-Community-College-District_1.txt,,,,,
"Thornton v. Illinois Dept of Corrections, 2022 WL 1499921",2022 WL 1499921,95-Thornton-v-Illinois-Department-of-Corrections.txt,,,,,
"Thresher v. Northam, 2020 WL 12862835",2020 WL 12862835,57-Thresher-v-Governor-of-Virginia-Ralph-Northam_1.txt,,,,,
"Tiger Lily, LLC v. HUD, 499 F.Supp.3d 538",499 F.Supp.3d 538,001-Tiger-Lily-LLC-v-United-States-Department-of-Housing-and-Urban-Development.txt,,,,,
"Tiger Lily, LLC v. HUD, 525 F.Supp.3d 850",525 F.Supp.3d 850,057-Tiger-Lily-LLC-v-United-States-Department-of-Housing-and-Urban-Development_1.txt,,,,,
"Tiger Lily, LLC v. HUD, 992 F.3d 518",992 F.3d 518,27-Tiger-Lily-LLC-v-United-States-Department-of-Housing-and-Urban-Development_1.txt,,,,,
"Tigges v. Northam, 473 F.Supp.3d 559",473 F.Supp.3d 559,1-Tigges-v-Northam.txt,,,,,
"TJM 64 v. Harris, 475 F.Supp.3d 828",475 F.Supp.3d 828,2-TJM-64-Inc-v-Harris.txt,,,,,
"TJM 64 v. Harris, 526 F.Supp.3d 331",526 F.Supp.3d 331,058-TJM-64-Inc-v-Harris_1.txt,,,,,
"Tolle v. Northam, 2020 WL 6387382",2020 WL 6387382,073-Tolle-v-Northam_1.txt,,,,,
"Tolle v. Northam, 2021 WL 3216467",2021 WL 3216467,072-Tolle-v-Northam_1.txt,,,,,
"Tolle v. Northam, 827 Fed.Appx. 338 (Mem)",827 Fed.Appx. 338,100-Tolle-v-Northam.txt,,,,,
"Trisvan v. Biden, 2022 WL 3019862",2022 WL 3019862,91-Trisvan-v-Biden.txt,,,,,
"Troogstad v. City of Chicago, 2021 WL 6049975",2021 WL 6049975,01-Troogstad-v-City-of-Chicago.txt,,,,,
"Troogstad v. City of Chicago, 571 F.Supp.3d 901",571 F.Supp.3d 901,038-Troogstad-v-City-of-Chicago.txt,,,,,
"Tropical Chill Corp v. Pierluisi Urrutia, 2022 WL 2374976",2022 WL 2374976,70-Tropical-Chill-Corp-v-Pierluisi-Urrutia_1.txt,,,,,
"Tropical Chill Corp. v. Pierluisi Urrutia, 2022 WL 2712538",2022 WL 2712538,86-Tropical-Chill-Corp-v-Pierluisi-Urrutia.txt,,,,,
"Tuck's Rest. & Bar v. Newsom, 2022 WL 5063861 ",2022 WL 5063861,62-Tuck_s-Restaurant-and-Bar-v-Newsom_1.txt,,,,,
"U.S. Navy SEALS 1-26 v. Austin, 2022 WL 1025144",2022 WL 1025144,57-US-Navy-SEALs-126-v-Austin_1.txt,,,,,
"U.S. Navy Seals v. Biden, 2022 WL 34443
",2022 WL 34443,06-US-Navy-SEALs-1-26-v-Biden.txt,,,,,
"Underwood v. City of Starkville, 538 F.Supp.3d 667",538 F.Supp.3d 667,069-Underwood-v-City-of-Starkville-Mississippi_1.txt,,,,,
"UnifySCC v. Cody, 2022 WL 2357068",2022 WL 2357068,69-UnifySCC-v-Cody_1.txt,,,,,
"UnifySCC v. Cody,2022 WL 686310",2022 WL 686310,84-UnifySCC-v-Cody.txt,,,,,
"Union Square Supply v. De Blasio, 572 F.Supp.3d 15",572 F.Supp.3d 15,040-Union-Square-Supply-Inc-v-De-Blasio_1.txt,,,,,
Urban v. Bassett 2022 WL 1667377,2022 WL 1667377,13-Urban-v-Bassett.txt,,,,,
"Urbanic v. Borough of West Chester, 2020 WL 12754234",2020 WL 12754234,53-Urbanic-v-Borough-of-West-Chester_1.txt,,,,,
"Urbanic v. Borough of West Chester, 2020 WL 12754235",2020 WL 12754235,54-Urbanic-v-Borough-of-West-Chester_1.txt,,,,,
"Urso v. Lamont, 2021 WL 5919819",2021 WL 5919819,095-Urso-v-Lamont.txt,,,,,
"US Navy Seals 1-26 v. Biden, 27 F.4th 336",27 F.4th 336,44-US-Navy-Seals-1-26-v-Biden_1.txt,,,,,
"Valdez v. Grisham, 2021 WL 8993798",2021 WL 8993798,49-Valdez-v-Grisham_1.txt,,,,,
"Valdez v. Grisham, 2022 WL 2129071",2022 WL 2129071,54-Valdez-v-Grisham_1.txt,,,,,
"Valdez v. Grisham, 2022 WL 3577112",2022 WL 3577112,14-Valdez-v-Lujan-Grisham.txt,,,,,
"Valdez v. Grisham, 559 F.Supp.3d 1161",559 F.Supp.3d 1161,004-Valdez-v-Grisham.txt,,,,,
"Valley v. Sisolak, 2020 WL 3404700",2020 WL 3404700,009-Valley-v-Sisolak.txt,,,,,
"Vance v. Wormuth, 2022 WL 1094665",2022 WL 1094665,68-Vance-v-Wormuth_1.txt,,,,,
Vandervoort v. Pennsylvania School Board Association 2022 WL 954461,2022 WL 954461,23-Vandervoort-v-Pennsylvania-School-Board-Association.txt,,,,,
"Ventresca-Cohen v. DiFiore, 2022 WL 15099587",2022 WL 15099587,98-Ventresca-Cohen-v-DiFiore.txt,,,,,
"Victoria Station Cafe v. Lamont, 2020 WL 8718804",2020 WL 8718804,020-Victoria-Station-Caf-LLC-v-Lamont_1.txt,,,,,
"Village of Orland Park v. Pritzker, 475 F.Supp.3d 866",475 F.Supp.3d 866,3-Village-of-Orland-Park-v-Pritzker.txt,,,,,
"Virginia Manufacturers Association v. Northam, 2021 WL 8084897",2021 WL 8084897,40-Virginia-Mfrs-Ass_n-v-Northam_1.txt,,,,,
"Virginia Manufacturers Association v. Northam, 74 Va.App. 1",74 Va.App. 1,068-Virginia-Manufacturers-Association-v-Northam_1.txt,,,,,
"Vonnie's Pawn Shop v. City of Stilwell, OK, 2022 WL 55006",2022 WL 55006,68-Vonnie-Jones-And-Leonard-P-Jones-Vonnie_s-Pawn-Shop-v-City-of-Stilwell-Ok_1.txt,,,,,
"W.O. v. Beshear, 459 F.Supp.3d 833",459 F.Supp.3d 833,4-WO-v-Beshear.txt,,,,,
"W.S. v. Ragsdale, 540 F.Supp.3d 1215",540 F.Supp.3d 1215,075-WS-by-Sonderman-v-Ragsdale_1.txt,,,,,
"Wade v. University of Connecticut Board of Trustees, 554 F.Supp.3d 366",554 F.Supp.3d 366,095-Wade-v-University-of-Connecticut-Board-of-Trustees.txt,,,,,
"Wall v. CDC, 2021 WL 3008588",2021 WL 3008588,066-Wall-v-Centers-for-Disease-Control-And-Prevention_1.txt,,,,,
"Wall v. CDC, 2022 WL 1619516",2022 WL 1619516,08-Wall-v-Centers-for-Disease-Control-And-Prevention.txt,,,,,
"Wall v. CDC, 543 F.Supp.3d 1290",543 F.Supp.3d 1290,081-Wall-v-Centers-for-Disease-Control-And-Prevention.txt,,,,,
"Wall v. CDC, 588 F.Supp.3d 1301",588 F.Supp.3d 1301,050-Wall-v-Centers-for-Disease-Control-And-Prevention.txt,,,,,
"Wall v. Ctrs. for Disease Control, 2021 WL 8201517
",2021 WL 8201517,42-Wall-v-Centers-for-Disease-Control-And-Prevention_1.txt,,,,,
"Washington v. Hillsborough County Commision, 2020 WL 8872585",2020 WL 8872585,021-Washington-v-Hillsborough-County-Commission_2.txt,,,,,
"We the Patriots USA Inc. v. Hochul; Dr. A. v. Hochul, 142 S.Ct. 734
",142 S.Ct. 734,98-We-The-Patriots-USA-Inc-v-Hochul.txt,,,,,
"We the Patriots USA v. Hochul, 17 F.4th 266",17 F.4th 266,37-We-The-Patriots-USA-Inc-v-Hochul_1.txt,,,,,
"Webb v. Northam, 2020 WL 5510721",2020 WL 5510721,041-Webb-v-Northam_1.txt,,,,,
"Weisshaus v. Cuomo, 512 F.Supp.3d 379",512 F.Supp.3d 379,032-Weisshaus-v-Cuomo_1.txt,,,,,
"Weisshaus v. Cuomo, 544 F. Supp. 3d 300 (E.D.N.Y. 2021)",544 F. Supp. 3d 300,083-Weisshaus-v-Cuomo.txt,,,,,
"Western Growers Association v. City of Coachella, 2021 WL 3621886",2021 WL 3621886,078-Western-Growers-Association-v-City-of-Coachella_1.txt,,,,,
"Western Growers Association v. City of Coachella, 548 F.Supp.3d 948",548 F.Supp.3d 948,088-Western-Growers-Association-v-City-of-Coachella.txt,,,,,
"Western Growers Association v. OSHA, 73 Cal.App.5th 916",73 Cal.App.5th 916,064-Western-Growers-Association-v-Occupational-Safety-and-Health-Standards-Boa_1.txt,,,,,
"Westlake Fitness v. County of Ventura, 2021 WL 971148",2021 WL 971148,53-Westlake-Fitness-LLC-v-County-of-Ventura_1.txt,,,,,
"Wettersten v. Chillicothe City School District Board of Education, 2022 WL 1719675",2022 WL 1719675,28-Wettersten-v-Chillicothe-City-School-District-Board-of-Education_1.txt,,,,,
"Whitsitt v. Newsom, 2020 WL 5944195",2020 WL 5944195,057-Whitsitt-v-Newsom_1.txt,,,,,
"Williams v. Alameda Cnty., 2022 WL 17169833 ",2022 WL 17169833,25-Williams-v-Alameda-County_1.txt,,,,,
"Williams v. Brown, 567 F. Supp. 3d 1213 (D. Or. 2021)",567 F. Supp. 3d 1213,022-Williams-v-Brown_1.txt,,,,,
Williams v. Trump 495 F.Supp.3d 673,495 F.Supp.3d 673,5-Williams-v-Trump.txt,,,,,
"Willowbrook Apartment Association v. City Council of Baltimore, 563 F.Supp.3d 428",563 F.Supp.3d 428,013-Willowbrook-Apartment-Associates-LLC-v-Mayor-And-City-Council-of-Baltimore.txt,,,,,
"Wilson ex rel. State v. City of Columbia, 434 S.C. 206",434 S.C. 206,81-Wilson-ex-rel-State-v-City-of-Columbia.txt,,,,,
"Wirtz v. Medina City Sch. Dist. Bd. of Educ., No. 1:21-CV-1730, 2022 WL 2657138  (N.D. Ohio July 8, 2022)",2022 WL 2657138 ,82-Wirtz-v-Medina-City-School-District-Board-of-Education.txt,,,,,
"Wisconsin Legislature v. Palm, 391 Wis.2d 497",391 Wis.2d 497,72-Wisconsin-Legislature-v-Palm_1.txt,,,,,
"Wisconsin Manufacturers and Commerce v. Evers, 398 Wis.2d 164",398 Wis.2d 164,75-Wisconsin-Manufacturers-and-Commerce-v-Evers_1.txt,,,,,
"Wisconsin Manufacturers and Commerce v. Evers, 977 N.W.2d 374",977 N.W.2d 374,13-Wisconsin-Manufacturers-and-Commerce-v-Evers.txt,,,,,
"Wise v. Inslee, 2021 WL 4951571",2021 WL 4951571,034-Wise-v-Inslee_1.txt,,,,,
"Wise v. Inslee, 2022 WL 1243662",2022 WL 1243662,76-Wise-v-Inslee_1.txt,,,,,
"Witt v. Bristol Farms, 2021 WL 5203297",2021 WL 5203297,053-Witt-v-Bristol-Farms_1.txt,,,,,
"Wolf v. Scarnati, 233 A.3d 679",233 A.3d 679,92-Wolf-v-Scarnati.txt,,,,,
"Women of Color for Equal Justice v. City of New York, 2022 WL 17083109",2022 WL 17083109,20-Women-of-Color-for-Equal-Justice-v-City-of-New-York_1.txt,,,,,
"World Gym v. Baker, 474 F.Supp.3d 426",474 F.Supp.3d 426,6-World-Gym-Inc-v-Baker.txt,,,,,
"Wyttenbach v. Cooper, 2022 WL 3584900",2022 WL 3584900,16-Wyttenbach-v-Cooper.txt,,,,,
"Wyttenbach v. Cooper, 2022 WL 632177",2022 WL 632177,78-Wyttenbach-v-Cooper.txt,,,,,
"Xponential Fitness v. Arizona, 2020 WL 3971908",2020 WL 3971908,012-Xponential-Fitness-v-Arizona.txt,,,,,
"Yandel v. City of Racine, 2021 WL 8651098",2021 WL 8651098,47-Yandel-v-City-of-Racine_1.txt,,,,,
"Yang v. Powers, 2020 WL 4040441",2020 WL 4040441,016-Yang-v-Powers.txt,,,,,
"Yang v. Powers, 2020 WL 4142806",2020 WL 4142806,017-Yang-v-Powers.txt,,,,,
"Yellen v. Confederated Tribes of Chehalis Reservation, 141 S.Ct. 2434",141 S.Ct. 2434,14-Yellen-v-Confederated-Tribes-of-Chehalis-Reservation.txt,,,,,
"Yergy's State Road BBQ v. Wells County Health Dept, 189 N.E.3d 189",189 N.E.3d 189,41-Yergy_s-State-Road-BBQ-LLC-v-Wells-County-Health-Department_1.txt,,,,,
"Young v. Becerra, 2021 WL 1299069",2021 WL 1299069,039-Young-v-Becerra_1.txt,,,,,
"Young v. Becksted, 2020 WL 7029509",2020 WL 7029509,093-Young-v-Becksted.txt,,,,,
"Young v. Ellison, 2020 WL 8673995",2020 WL 8673995,018-Young-v-Ellison.txt,,,,,
"Young v. Frosh, 2020 WL 6585958",2020 WL 6585958,083-Young-v-Frosh.txt,,,,,
"Young v. James, 2020 WL 6572798",2020 WL 6572798,081-Young-v-James.txt,,,,,
"Young v. James, 2021 WL 2895718",2021 WL 2895718,064-Young-v-James_1.txt,,,,,
"Young v. Morrisey, 2020 WL 10324196",2020 WL 10324196,47-Young-v-Morrisey_1.txt,,,,,
"Young v. Morrisey, 2021 WL 2433798 ",2021 WL 2433798,060-Young-v-Morrisey.txt,,,,,
"Young v. Northam, 107 Va. Cir. 281",107 Va. Cir. 281,05-Young-v-Northam.txt,,,,,
"Young v. Paxton, 2020 WL 6528935",2020 WL 6528935,078-Young-v-Paxton_1.txt,,,,,
"Young v. Raoul, 2020 WL 12617248 ",2020 WL 12617248,50-Young-v-Raoul_1.txt,,,,,
"Young v. Schmidt, 2021 WL 7710878",2021 WL 7710878,34-Young-v-Schmidt_1.txt,,,,,
"Young v. Venable, 2020 WL 6572237",2020 WL 6572237,080-Young-v-Venable.txt,,,,,
"Young v. Weiser, 2020 WL 5887513",2020 WL 5887513,056-Young-v-Weiser_1.txt,,,,,
"Zaal Ventures Corp. v. Baker, 2021 WL 1026715",2021 WL 1026715,030-Zaal-Ventures-Corp-v-Baker_1.txt,,,,,
"Zinman v. Nova Southeastern University, 2021 WL 4025722",2021 WL 4025722,090-Zinman-v-Nova-Southeastern-University-Inc.txt,,,,,
"Zuckerman v. Trump, 2020 WL 5038583",2020 WL 5038583,033-Zuckerman-v-Trump_1.txt,,,,,
