case_name,cite,filename,date,court,state_fed,trial_appellate,jurisd_measure_enacted
"Clark v. Forte, 2021 WL 3671567",2021 WL 3671567,080-Clark-v-Forte.txt,8/18/2021,DC_Missouri Western,federal,trial,Missouri
"Northland Parent Association v. Excelsior Springs School District #40, 571 F.Supp.3d 1104",571 F.Supp.3d 1104,033-Northland-Parent-Association-v-Excelsior-Springs-School-District-_-40_1.txt,11/29/2021,DC_Missouri Western,federal,trial,Missouri
Roth v. Austin 2022 WL 1568830,2022 WL 1568830,06-Roth-v-Austin.txt,5/18/2022,DC_Nebraska,federal,trial,Federal
"Roth v. Austin, 2022 WL 3593373",2022 WL 3593373,18-Roth-v-Austin.txt,8/5/2022,DC_Nebraska,federal,trial,Federal
"Madsen v. City of Lincoln, 2021 WL 6201232
",2021 WL 6201232,13-Madsen-v-City-of-Lincoln.txt,12/8/2021,DC_Nebraska,federal,trial,Nebraska
Calvary Chapel Lone Mountain v. Sisolak 466 F.Supp.3d 1120,466 F.Supp.3d 1120,021-Calvary-Chapel-Lone-Mountain-v-Sisolak.txt,6/11/2020,DC_Nevada,federal,trial,Nevada
"Branch-Noto v. Sisolak, 2021 WL 6064795",2021 WL 6064795,05-Branch-Noto-v-Sisolak.txt,12/22/2021,DC_Nevada,federal,trial,Nevada
"Gold v. Sandoval, 2021 WL 5762190",2021 WL 5762190,082-Gold-v-Sandoval.txt,12/3/2021,DC_Nevada,federal,trial,Nevada
"Cat's Meow of Vegas v. Nevada, 2021 WL 535055",2021 WL 535055,059-Cat_s-Meow-of-Vegas-LLC-v-Nevada_1.txt,2/11/2021,DC_Nevada,federal,trial,Nevada
"Moore v. Nevada, 2020 WL 6701465",2020 WL 6701465,085-Moore-v-Nevada.txt,11/13/2020,DC_Nevada,federal,trial,Nevada
"Ruiz v. Sisolak, 2021 WL 6134350",2021 WL 6134350,12-Ruiz-v-Sisolak.txt,12/28/2021,DC_Nevada,federal,trial,Nevada
"Freeman v. City of Keene, 561 F.Supp.3d 22",561 F.Supp.3d 22,010-Freeman-v-City-of-Keene_1.txt,8/10/2021,DC_New Hampshire,federal,trial,New Hampshire
"Saya v. Mayor, Nashua, City of, No. 21-CV-1069-PB, 2022 WL 2527817 (D.N.H. July 7, 2022)",2022 WL 2527817 ,80-Saya-v-Mayor-Nashua-City-of.txt,7/7/2022,DC_New Hampshire,federal,trial,New Hampshire
"Maxwell v. US Secretary of Defense, 2021 WL 1396635",2021 WL 1396635,043-Maxwell-v-US-Secretary-of-Defense_1.txt,2/1/2021,DC_New Hampshire,federal,trial,New Hampshire
"Children's Health Def., Inc. v. Rutgers, State Univ. of New Jersey, No. CV2115333ZNQTJB, 2022 WL 4377515 (D.N.J. Sept. 22, 2022)",2022 WL 4377515 ,44-Children_s-Health-Defense-Inc-v-Rutgers-State-University-of-New-Jersey_1.txt,9/22/2022,DC_New Jersey,federal,trial,New Jersey
"Robinson v. Murphy, 2020 WL 5884801",2020 WL 5884801,055-Robinson-v-Murphy_1.txt,10/2/2020,DC_New Jersey,federal,trial,New Jersey
"Children's Health Def., Inc. v. Rutgers, 2021 WL 4398743
",2021 WL 4398743,005-Children_s-Health-Defense-Inc-v-Rutgers-State-University-of-New-Jersey.txt,9/27/2021,DC_New Jersey,federal,trial,New Jersey
"Johnson v. Murphy, 527 F.Supp.3d 703",527 F.Supp.3d 703,061-Johnson-v-Murphy_1.txt,3/22/2021,DC_New Jersey,federal,trial,New Jersey
"Murray-Nolan v. Rubin, No. CV 22-801 (EP) (AME), 2022 WL 4104343 (D.N.J. Sept. 8, 2022)",2022 WL 4104343 ,31-Murray-Nolan-v-Rubin.txt,9/8/2022,DC_New Jersey,federal,trial,New Jersey
"Messina v. College of New Jersey, 2021 WL 4786114

",2021 WL 4786114,025-Messina-v-College-of-New-Jersey_1.txt,10/14/2021,DC_New Jersey,federal,trial,New Jersey
"National Association of Theatre Owners v. Murphy, 
2020 WL 5627145",2020 WL 5627145,045-National-Association-of-Theatre-Owners-v-Murphy_1.txt,8/18/2020,DC_New Jersey,federal,trial,New Jersey
"Messina v. College of New Jersey, 2022 WL 4078501",2022 WL 4078501,25-Messina-v-College-of-New-Jersey_1.txt,8/31/2022,DC_New Jersey,federal,trial,New Jersey
"Behar v. Murphy, 2020 WL 6375707",2020 WL 6375707,072-Behar-v-Murphy_1.txt,10/30/2020,DC_New Jersey,federal,trial,New Jersey
"Kaetz v. United States, 2020 WL 7351219",2020 WL 7351219,100-Kaetz-v-United-States.txt,12/15/2020,DC_New Jersey,federal,trial,Federal
"Livesay v. Murphy, 2022 WL 4597435",2022 WL 4597435,52-Livesay-v-Murphy_1.txt,9/30/2022,DC_New Jersey,federal,trial,New Jersey
"Sczesny v. New Jersey, 2022 WL 2047135",2022 WL 2047135,48-Sczesny-v-New-Jersey_1.txt,6/7/2022,DC_New Jersey,federal,trial,New Jersey
"Falcone v. Dickstein, No. 3:22-CV-921, 2022 WL 4082138 (D.N.J. Sept. 6, 2022)",2022 WL 4082138 ,26-Falcone-v-Dickstein_1.txt,9/6/2022,DC_New Jersey,federal,trial,New Jersey
"McKinley v. Grisham 
",2022 WL 2048593,49-McKinley-v-Grisham_1.txt,6/7/2022,DC_New Mexico,federal,trial,New Mexico
"Legacy Church v. Kunkel, 472 F.Supp.3d 926",472 F.Supp.3d 926,058-Legacy-Church-Inc-v-Kunkel.txt,7/13/2020,DC_New Mexico,federal,trial,New Mexico
"Legacy Church v. Kunkel, 455 F.Supp.3d 1100",455 F.Supp.3d 1100,90-Legacy-Church-Inc-v-Kunkel.txt,4/17/2020,DC_New Mexico,federal,trial,New Mexico
"Peterson v. Kunkel,  2020 WL 6196169",2020 WL 6196169,068-Peterson-v-Kunkel_1.txt,10/22/2020,DC_New Mexico,federal,trial,New Mexico
"Peterson v. Kunkel,  492 F.Supp.3d 1183",492 F.Supp.3d 1183,080-Peterson-v-Kunkel.txt,10/2/2020,DC_New Mexico,federal,trial,New Mexico
"Behounek v. Grisham, 2022 WL 909542",2022 WL 909542,20-Behounek-v-Grisham_1.txt,3/29/2022,DC_New Mexico,federal,trial,New Mexico
"ETP Rio Rancho Park, LLC v. Grisham, 517 F.Supp.3d 1177",517 F.Supp.3d 1177,041-ETP-Rio-Rancho-Park-LLC-v-Grisham_1.txt,2/8/2021,DC_New Mexico,federal,trial,New Mexico
"ETP Rio Rancho Park, LLC v. Grisham, 564 F.Supp.3d 1023",564 F.Supp.3d 1023,016-ETP-Rio-Rancho-Park-LLC-v-Grisham.txt,9/30/2021,DC_New Mexico,federal,trial,New Mexico
"ETP Rio Rancho Park, LLC v. Grisham, 522 F.Supp.3d 966",522 F.Supp.3d 966,053-ETP-Rio-Rancho-Park-LLC-v-Grisham_1.txt,2/26/2021,DC_New Mexico,federal,trial,New Mexico
"Behounek v. Grisham, 2020 WL 7042867",2020 WL 7042867,095-Behounek-v-Grisham.txt,12/1/2020,DC_New Mexico,federal,trial,New Mexico
"Hernandez v. Grisham, 508 F.Supp.3d 893",508 F.Supp.3d 893,023-Hernandez-v-Grisham.txt,12/18/2020,DC_New Mexico,federal,trial,New Mexico
"Hernandez v. Grisham, 499 F.Supp.3d 1013",499 F.Supp.3d 1013,053-Hernandez-v-Grisham.txt,10/14/2020,DC_New Mexico,federal,trial,New Mexico
"New Mexico Elks Association v. Grisham 
2022 WL 980245",2022 WL 980245,24-New-Mexico-Elks-Association-v-Grisham.txt,3/31/2022,DC_New Mexico,federal,trial,New Mexico
"New Mexico Elks Association v. Grisham, 2021 WL 1923439",2021 WL 1923439,050-New-Mexico-Elks-Association-v-Grisham_1.txt,5/13/2021,DC_New Mexico,federal,trial,New Mexico
"Hinkle Family Fun Center v. Grisham, 2022 WL 486942",2022 WL 486942,60-Hinkle-Family-Fun-Center-LLC-v-Grisham_1.txt,2/17/2022,DC_New Mexico,federal,trial,New Mexico
"Legaretta v. Macias, 2022 WL 1443014",2022 WL 1443014,87-Legaretta-v-Macias.txt,5/6/2022,DC_New Mexico,federal,trial,New Mexico
"Behounek v. Grisham, 2020 WL 2797868",2020 WL 2797868,013-Behounek-v-Grisham.txt,5/29/2020,DC_New Mexico,federal,trial,New Mexico
"Dixon v. DeBlasio, 566 F.Supp.3d 171",566 F.Supp.3d 171,018-Dixon-v-De-Blasio.txt,10/12/2021,DC_New York Eastern,federal,trial,New York
"Roman Catholic Diocese of Brooklyn, New York v. Cuomo, 493 F.Supp.3d 168",493 F.Supp.3d 168,085-Roman-Catholic-Diocese-of-Brooklyn-New-York-v-Cuomo.txt,10/9/2020,DC_New York Eastern,federal,trial,New York
"Roman Catholic Diocese of Brooklyn, New York v. Cuomo, 495 F.Supp.3d 118",495 F.Supp.3d 118,086-Roman-Catholic-Diocese-of-Brooklyn-New-York-v-Cuomo.txt,10/16/2020,DC_New York Eastern,federal,trial,New York
"Does 1-2 v. Hochul, 2022 WL 4637843",2022 WL 4637843,53-Does-1-2-v-Hochul_1.txt,9/30/2022,DC_New York Eastern,federal,trial,New York
"Chrysafis v. Marks, 573 F.Supp.3d 831",573 F.Supp.3d 831,045-Chrysafis-v-Marks_1.txt,11/29/2021,DC_New York Eastern,federal,trial,New York
"Plaza Motors of Brooklyn, Inc. v. Cuomo, 2021 WL 222121

",2021 WL 222121,053-Plaza-Motors-of-Brooklyn-Inc-v-Cuomo_1.txt,1/22/2021,DC_New York Eastern,federal,trial,New York
"Omnistone Corp. v. Cuomo, 485 F.Supp.3d 365",485 F.Supp.3d 365,077-Omnistone-Corp-v-Cuomo.txt,5/15/2020,DC_New York Eastern,federal,trial,New York
"McCarthy v. Cuomo, 2020 WL 3286530
",2020 WL 3286530,008-McCarthy-v-Cuomo.txt,6/18/2020,DC_New York Eastern,federal,trial,New York
"Remauro v. Adams, 2022 WL 1525482",2022 WL 1525482,02-Remauro-v-Adams.txt,5/13/2022,DC_New York Eastern,federal,trial,New York
"Doe v. Franklin Square Union Free Sch. Dist., 2021 WL 4957893
",2021 WL 4957893,036-Doe-v-Franklin-Square-Union-Free-School-District_1.txt,10/26/2021,DC_New York Eastern,federal,trial,New York
"Garland v. New York City Fire Department, 2021 WL 5771687",2021 WL 5771687,084-Garland-v-New-York-City-Fire-Department.txt,12/6/2021,DC_New York Eastern,federal,trial,New York
"Chrysafis v. Marks, 544 F.Supp.3d 241",544 F.Supp.3d 241,086-Chrysafis-v-Marks.txt,6/11/2021,DC_New York Eastern,federal,trial,New York
"Columbus Ale House, Inc. v. Cuomo, 495 F.Supp.3d 88",495 F.Supp.3d 88,028-Columbus-Ale-House-Inc-v-Cuomo.txt,10/16/2020,DC_New York Eastern,federal,trial,New York
"Maniscalco, et al. v. The New York City Department of Education, et al., 563 F.Supp.3d 33

",563 F.Supp.3d 33,012-Maniscalco-v-New-York-City-Department-of-Education.txt,9/23/2021,DC_New York Eastern,federal,trial,New York
"Broecker v. New York City Department of Education I, 573 F.Supp.3d 878",573 F.Supp.3d 878,046-Broecker-v-New-York-City-Department-of-Education_1.txt,11/24/2021,DC_New York Eastern,federal,trial,New York
"Guettlein v. United States Merchant Marine Academy, 2021 WL 6015192",2021 WL 6015192,100-Guettlein-v-United-States-Merchant-Marine-Academy.txt,12/20/2021,DC_New York Eastern,federal,trial,Federal
"Columbus Ale House v. Cuomo, 2020 WL 6507326",2020 WL 6507326,076-Columbus-Ale-House-Inc-v-Cuomo_1.txt,11/5/2020,DC_New York Eastern,federal,trial,New York
"Broecker v. New York City Department of Education II,  2022 WL 426113",2022 WL 426113,36-Broecker-v-New-York-City-Department-of-Education_1.txt,2/11/2022,DC_New York Eastern,federal,trial,New York
"Davis v. de Blasio, 2021 WL 4521878",2021 WL 4521878,015-Davis-v-de-Blasio.txt,10/4/2021,DC_New York Eastern,federal,trial,New York
"A. v. Hochul, 567 F.Supp.3d 362",567 F.Supp.3d 362,024-A-v-Hochul_1.txt,10/12/2021,DC_New York Northern,federal,trial,New York
"Ass'n of Jewish Camp Operators v. Cuomo, 470 F.Supp.3d 197",470 F.Supp.3d 197,008-Ass_n-of-Jewish-Camp-Operators-v-Cuomo.txt,7/6/2020,DC_New York Northern,federal,trial,New York
"DiMartile v. Cuomo, 2020 WL 4877239",2020 WL 4877239,030-Dimartile-v-Cuomo_1.txt,8/19/2020,DC_New York Northern,federal,trial,New York
"DiMartile v. Cuomo (I), 478 F.Supp.3d 372",478 F.Supp.3d 372,034-DiMartile-v-Cuomo.txt,8/7/2020,DC_New York Northern,federal,trial,New York
"Dr. A. v. Hochul, 2022 WL 548260",2022 WL 548260,67-Dr-A-v-Hochul_1.txt,2/23/2022,DC_New York Northern,federal,trial,New York
"Page v. Cuomo, 478 F.Supp.3d 355
",478 F.Supp.3d 355,078-Page-v-Cuomo.txt,8/11/2020,DC_New York Northern,federal,trial,New York
"Andre-Rodney v. Hochul, 569 F.Supp.3d 128
",569 F.Supp.3d 128,028-Andre-Rodney-v-Hochul_1.txt,11/1/2021,DC_New York Northern,federal,trial,New York
"Lebanon Valley Auto Racing Corp. v. Cuomo, 478 F.Supp.3d 389",478 F.Supp.3d 389,057-Lebanon-Valley-Auto-Racing-Corp-v-Cuomo.txt,8/11/2020,DC_New York Northern,federal,trial,New York
"Bill and Ted's Riviera v. Cuomo, 494 F.Supp.3d 238",494 F.Supp.3d 238,016-Bill-And-Ted_s-Riviera-Inc-v-Cuomo.txt,10/13/2020,DC_New York Northern,federal,trial,New York
"National Rifle Association v. Cuomo, 480 F.Supp.3d 404",480 F.Supp.3d 404,075-National-Rifle-Association-of-America-v-Cuomo.txt,8/14/2020,DC_New York Northern,federal,trial,New York
"Andre-Rodney v. Hochul, 2022 WL 3027094",2022 WL 3027094,92-Andre-Rodney-v-Hochul.txt,8/1/2022,DC_New York Northern,federal,trial,New York
"Dark Storm Industries LLC. v. Cuomo, 471 F.Supp.3d 482",471 F.Supp.3d 482,031-Dark-Storm-Industries-LLC-v-Cuomo.txt,7/8/2020,DC_New York Northern,federal,trial,New York
"Moxie Owl, Inc. v. Cuomo, 2021 WL 677915

",2021 WL 677915,25-Moxie-Owl-Inc-v-Cuomo_1.txt,2/22/2021,DC_New York Northern,federal,trial,New York
"Moxie Owl, Inc. v. Cuomo, 527 F.Supp.3d 196
",527 F.Supp.3d 196,060-Moxie-Owl-Inc-v-Cuomo_1.txt,3/18/2021,DC_New York Northern,federal,trial,New York
"Jacobson v. Bassett, 2022 WL 1039691",2022 WL 1039691,60-Jacobson-v-Bassett_1.txt,3/25/2022,DC_New York Northern,federal,trial,New York
"Lebovits v. Cuomo, 2022 WL 344269",2022 WL 344269,05-Lebovits-v-Cuomo.txt,2/4/2022,DC_New York Northern,federal,trial,New York
L.T. v. Zucker 2021 WL 4775215,2021 WL 4775215,024-LT-v-Zucker_1.txt,10/13/2021,DC_New York Northern,federal,trial,New York
"Kane v. de Blasio, 2022 WL 3701183
",2022 WL 3701183,22-Kane-v-de-Blasio_1.txt,8/26/2022,DC_New York Southern,federal,trial,New York
"Kane v. De Blasio, 575 F.Supp.3d 435",575 F.Supp.3d 435,048-Kane-v-de-Blasio.txt,12/14/2021,DC_New York Southern,federal,trial,New York
"Harewood-Bey v. Biden, No. 22-CV-1472 (LTS), 2022 WL 3353480 (S.D.N.Y. Aug. 12, 2022)",2022 WL 3353480 ,03-Harewood-Bey-v-Biden.txt,8/12/2022,DC_New York Southern,federal,trial,Federal
"Brock v. City of New York, No. 21CIV11094ATSDA, 2022 WL 3445732 (S.D.N.Y. Aug. 17, 2022)",2022 WL 3445732 ,07-Brock-v-City-of-New-York.txt,8/17/2022,DC_New York Southern,federal,trial,New York
"Elmsford Apartment Associates, LLC v. Cuomo, 469 F.Supp.3d 148",469 F.Supp.3d 148,036-Elmsford-Apartment-Associates-LLC-v-Cuomo.txt,6/29/2020,DC_New York Southern,federal,trial,New York
"Everest Foods Inc. v. Cuomo, 2022 WL 355553",2022 WL 355553,12-Everest-Foods-Inc-v-Cuomo.txt,2/7/2022,DC_New York Southern,federal,trial,New York
"RHC Operating v. City of New York, 2022 WL 951168",2022 WL 951168,22-RHC-Operating-LLC-v-City-of-New-York_1.txt,3/30/2022,DC_New York Southern,federal,trial,New York
"Melendez v. City of New York, 16 F.4th 992",16 F.4th 992,31-Melendez-v-City-of-New-York.txt,11/25/2020,DC_New York Southern,federal,trial,New York
"Donahue v. Hochul, 2022 WL 539809",2022 WL 539809,66-Donohue-v-Hochul_1.txt,2/23/2022,DC_New York Southern,federal,trial,New York
"Donahue v. Hochul, 2022 WL 673636",2022 WL 673636,82-Donohue-v-Hochul.txt,3/7/2022,DC_New York Southern,federal,trial,New York
"Our Wicked Lady LLC v. Cuomo, 2021 WL 915033
",2021 WL 915033,52-Our-Wicked-Lady-LLC-v-Cuomo_1.txt,3/9/2021,DC_New York Southern,federal,trial,New York
"Heidel v. Hochul, 2021 WL 4942823",2021 WL 4942823,031-Heidel-v-Hochul.txt,10/21/2021,DC_New York Southern,federal,trial,New York
"Commey v. Adams, 2022 WL 3286548",2022 WL 3286548,01-Commey-v-Adams.txt,8/11/2022,DC_New York Southern,federal,trial,New York
"Marciano v. de Blasio, 2022 WL 678779
",2022 WL 678779,83-Marciano-v-de-Blasio.txt,3/8/2022,DC_New York Southern,federal,trial,New York
"Aviles v. Blasio, 2021 WL 796033",2021 WL 796033,39-Aviles-v-Blasio_1.txt,3/2/2021,DC_New York Southern,federal,trial,New York
"Hopkins Hawley LLC v. Cuomo, 2021 WL 1894277",2021 WL 1894277,049-Hopkins-Hawley-LLC-v-Cuomo_1.txt,2/9/2021,DC_New York Southern,federal,trial,New York
"Hopkins Hawley v. Cuomo, 2021 WL 8200607",2021 WL 8200607,41-Hopkins-Hawley-LLC-v-Cuomo_1.txt,1/8/2021,DC_New York Southern,federal,trial,New York
"Lipsman v. Cortés-Vázquez, 2021 WL 5827129
",2021 WL 5827129,089-Lipsman-v-Corts-Vzquez.txt,12/7/2021,DC_New York Southern,federal,trial,New York
"J.T. v. de Blasio, 500 F.Supp.3d 137",500 F.Supp.3d 137,004-JT-v-de-Blasio.txt,11/13/2020,DC_New York Southern,federal,trial,New York
"Commey v. Adams, 2022 WL 62155",2022 WL 62155,77-Commey-v-Adams_1.txt,1/6/2022,DC_New York Southern,federal,trial,New York
"Brock v. City of New York, No. 121CV11094ATSDA, 2022 WL 479256 (S.D.N.Y. Jan. 28, 2022)",2022 WL 479256 ,56-Brock-v-City-of-New-York_1.txt,1/28/2022,DC_New York Southern,federal,trial,New York
"Clementine Company LLC. v. De Blasio, 2021 WL 5756398",2021 WL 5756398,080-Clementine-Company-LLC-v-de-Blasio.txt,12/3/2021,DC_New York Southern,federal,trial,New York
"Geller v. de Blasio, 2020 WL 2520711",2020 WL 2520711,82-Geller-v-de-Blasio.txt,5/18/2020,DC_New York Southern,federal,trial,New York
"Clementine Co. LLC. v. Adams, No. 21-CV-7779, 2022 WL 4096162 (S.D.N.Y. Sept. 7, 2022)",2022 WL 4096162 ,29-Clementine-Company-LLC-v-Adams_1.txt,9/7/2022,DC_New York Southern,federal,trial,New York
"Geller v. Cuomo, 476 F.Supp.3d 1",476 F.Supp.3d 1,040-Geller-v-Cuomo.txt,8/3/2020,DC_New York Southern,federal,trial,New York
"Geller v. Hochul, 2021 WL 4392521",2021 WL 4392521,003-Geller-v-Hochul.txt,9/24/2021,DC_New York Southern,federal,trial,New York
"Abadi v. City of New York, 2022 WL 347632",2022 WL 347632,09-Abadi-v-City-of-New-York.txt,2/4/2022,DC_New York Southern,federal,trial,New York
"Jones v. Cuomo, 542 F.Supp.3d 207",542 F.Supp.3d 207,078-Jones-v-Cuomo_1.txt,6/2/2021,DC_New York Southern,federal,trial,New York
"Apartment Owners Advisory Council v. Marks, 
2022 WL 4357951 ",2022 WL 4357951,40-Apartment-Owners-Advisory-Council-v-Marks_1.txt,9/20/2022,DC_New York Southern,federal,trial,New York
"Butler v. City of New York, 559 F.Supp.3d 253",559 F.Supp.3d 253,005-Butler-v-City-of-New-York.txt,9/8/2021,DC_New York Southern,federal,trial,New York
"Lewis v. Cuomo, 2021 WL 3163238",2021 WL 3163238,070-Lewis-v-Cuomo_1.txt,7/27/2021,DC_New York Western,federal,trial,New York
"Luke's Catering Service v. Cuomo, 485 F.Supp.3d 369",485 F.Supp.3d 369,065-Luke_s-Catering-Service-LLC-v-Cuomo.txt,9/10/2020,DC_New York Western,federal,trial,New York
"Bimber's Delwood, Inc. v. James, 496 F.Supp.3d 760",496 F.Supp.3d 760,017-Bimber_s-Delwood-Inc-v-James.txt,10/21/2020,DC_New York Western,federal,trial,New York
"Bimber's Delwood v. James, 2021 WL 235889",2021 WL 235889,058-Bimber_s-Delwood-Inc-v-James_1.txt,1/25/2021,DC_New York Western,federal,trial,New York
"Hund v. Cuomo, 501 F.Supp.3d 185",501 F.Supp.3d 185,006-Hund-v-Cuomo.txt,11/13/2020,DC_New York Western,federal,trial,New York
"Martin v. Warren, 482 F.Supp.3d 51",482 F.Supp.3d 51,067-Martin-v-Warren.txt,8/26/2020,DC_New York Western,federal,trial,New York
"Lewis v. Cuomo, 2021 WL 5827274",2021 WL 5827274,090-Lewis-v-Cuomo.txt,12/8/2021,DC_New York Western,federal,trial,New York
"Berean Baptist Church v. Cooper, 460 F.Supp.3d 651",460 F.Supp.3d 651,015-Berean-Baptist-Church-v-Cooper.txt,5/16/2020,DC_North Carolina Eastern,federal,trial,North Carolina
"Blackburn v. Dare County, 486 F.Supp.3d 988",486 F.Supp.3d 988,018-Blackburn-v-Dare-County.txt,9/15/2020,DC_North Carolina Eastern,federal,trial,North Carolina
"Global Impact Ministries, Inc. v. City of Greensboro, 2022 WL 801714",2022 WL 801714,01-Global-Impact-Ministries-Inc-v-City-of-Greensboro.txt,3/16/2022,DC_North Carolina Middle,federal,trial,North Carolina
"Global Impact Ministries v. City of Greensboro, 2021 WL 1178235",2021 WL 1178235,034-Global-Impact-Ministries-Inc-v-City-of-Greensboro_1.txt,3/29/2021,DC_North Carolina Middle,federal,trial,North Carolina
"Global Impact Ministries v. Mecklenburg County, 2022 WL 610183",2022 WL 610183,75-Global-Impact-Ministries-v-Mecklenburg-County_1.txt,3/1/2022,DC_North Carolina Western,federal,trial,North Carolina
"Grantonz v. Earley, 2021 WL 5866978",2021 WL 5866978,091-Grantonz-v-Earley.txt,12/10/2021,DC_Ohio Northern,federal,trial,Ohio
"Monclova Christian Academy v. Toledo-Lucas Co. Health Dept., 2020 WL 7334743",2020 WL 7334743,099-Monclova-Christian-Academy-v-Toledo-Lucas-County-Health-Department.txt,12/14/2020,DC_Ohio Northern,federal,trial,Ohio
"Bojicic v. DeWine, 2021 WL 4977018",2021 WL 4977018,038-Bojicic-v-DeWine_1.txt,10/27/2021,DC_Ohio Northern,federal,trial,Ohio
"P.M. by and Through Maras v. Mayfield City School District Board of Education, 2021 WL 4148719",2021 WL 4148719,094-PM-by-and-Through-Maras-v-Mayfield-City-School-District-Board-of-Education.txt,9/13/2021,DC_Ohio Northern,federal,trial,Ohio
"Shoemaker v. Biden, 2021 WL 2292287 ",2021 WL 2292287,056-Shoemaker-v-Biden_1.txt,6/4/2021,DC_Ohio Northern,federal,trial,Federal
"Boardman Ohio Parents Org. v. Boardman Loc. Sch., No. 4:21-CV-02184, 2022 WL 3681791 (N.D. Ohio Aug. 25, 2022)",2022 WL 3681791 ,20-Boardman-Ohio-Parents-Organization-v-Boardman-Local-Schools_1.txt,8/25/2022,DC_Ohio Northern,federal,trial,Ohio
"Doster v. Kendall, 2022 WL 982299",2022 WL 982299,31-Doster-v-Kendall.txt,3/31/2022,DC_Ohio Southern,federal,trial,Federal
"Poffenbarger v. Kendall,  2022 WL 19242",2022 WL 19242,44-Poffenbarger-v-Kendall_1.txt,1/3/2022,DC_Ohio Southern,federal,trial,Federal
"Poffenbarger v. Kendall,  2022 WL 594810",2022 WL 594810,71-Poffenbarger-v-Kendall_1.txt,2/28/2022,DC_Ohio Southern,federal,trial,Federal
"Hartman v. Acton, 2020 WL 1932896",2020 WL 1932896,69-Hartman-v-Acton_1.txt,4/21/2020,DC_Ohio Southern,federal,trial,Ohio
"Hartman v. Acton, 499 F.Supp.3d 523",499 F.Supp.3d 523,050-Hartman-v-Acton.txt,11/3/2020,DC_Ohio Southern,federal,trial,Ohio
"Preterm-Cleveland v. Attorney General of Ohio, 456 F.Supp.3d 917",456 F.Supp.3d 917,082-Preterm-Cleveland-v-Attorney-General-of-Ohio.txt,4/23/2020,DC_Ohio Southern,federal,trial,Ohio
"Preterm-Cleveland v. Attorney General of Ohio, 2020 WL 1932851",2020 WL 1932851,68-Preterm-Cleveland-v-Attorney-General-of-Ohio_1.txt,3/30/2020,DC_Ohio Southern,federal,trial,Ohio
"Preterm-Cleveland v. Attorney General of Ohio, 2020 WL 1932492",2020 WL 1932492,66-Preterm-Cleveland-v-Attorney-General-of-Ohio_1.txt,4/2/2020,DC_Ohio Southern,federal,trial,Ohio
"Preterm-Cleveland v. Attorney General of Ohio, 2020 WL 1932540",2020 WL 1932540,67-Preterm-Cleveland-v-Attorney-General-of-Ohio_1.txt,4/10/2020,DC_Ohio Southern,federal,trial,Ohio
"Oklahoma v. Biden, 2021 WL 6126230",2021 WL 6126230,11-Oklahoma-v-Biden.txt,12/28/2021,DC_Oklahoma Western,federal,trial,Federal
"American Federation of Government Employees Local 2586 v. Biden, 2022 WL 3695297",2022 WL 3695297,21-American-Federation-of-Government-Employees-Local-2586-v-Biden_1.txt,7/22/2022,DC_Oklahoma Western,federal,trial,Federal
"Bond v. Brown, 2021 WL 1237114",2021 WL 1237114,037-Bond-v-Brown_1.txt,4/2/2021,DC_Oregon,federal,trial,Oregon
"Farhoud v. Brown, 2021 WL 7542404",2021 WL 7542404,30-Farhoud-v-Brown_1.txt,7/26/2021,DC_Oregon,federal,trial,Oregon
"Farhoud v. Brown, 2022 WL 326092",2022 WL 326092,99-Farhoud-v-Brown.txt,2/3/2022,DC_Oregon,federal,trial,Oregon
"Mankins Family LLC v. Tillamook County, Oregon, 2020 WL 7212986
",2020 WL 7212986,097-Mankins-Family-LLC-v-Tillamook-County-Oregon.txt,12/7/2020,DC_Oregon,federal,trial,Oregon
"Open our Oregon v. Brown, 2020 WL 5371915",2020 WL 5371915,040-Open-Our-Oregon-v-Brown_1.txt,9/8/2020,DC_Oregon,federal,trial,Oregon
"Graham v. Brown, 570 F.Supp.3d 968",570 F.Supp.3d 968,031-Graham-v-Brown.txt,11/4/2021,DC_Oregon,federal,trial,Oregon
"Oregon Restaurant and Lodging Association v. Brown, 2020 WL 6905319

",2020 WL 6905319,091-Oregon-Restaurant-and-Lodging-Association-v-Brown.txt,11/24/2020,DC_Oregon,federal,trial,Oregon
"Gunter v. North Wasco County School District Bd of Ed, 2021 WL 6063672",2021 WL 6063672,04-Gunter-v-North-Wasco-County-School-District-Board-of-Education.txt,12/22/2021,DC_Oregon,federal,trial,Oregon
"Johnson v. Brown, 2022 WL 2439920",2022 WL 2439920,72-Johnson-v-Brown_1.txt,7/5/2022,DC_Oregon,federal,trial,Oregon
"Oregon Moms Union v. Brown, 540 F.Supp.3d 1008",540 F.Supp.3d 1008,074-Oregon-Moms-Union-v-Brown_1.txt,5/20/2021,DC_Oregon,federal,trial,Oregon
"Hayes v. Oregon, 2020 WL 4673461",2020 WL 4673461,027-Hayes-v-Oregon_1.txt,8/12/2020,DC_Oregon,federal,trial,Oregon
"Mankins Family LLC v. Tillamook County, Oregon, 2021 WL 3671563
",2021 WL 3671563,079-Mankins-Family-LLC-v-Tillamook-County.txt,8/18/2021,DC_Oregon,federal,trial,Oregon
"Johnson v. Brown, 567 F. Supp. 3d 1230 (D. Or. 2021)",567 F. Supp. 3d 1230,023-Johnson-v-Brown_1.txt,10/18/2021,DC_Oregon,federal,trial,Oregon
